timestamp,AAPL,TSLA,KO,WMT
2025-01-02T14:30:00.0,243.85000610351562,379.2799987792969,61.84000015258789,90.0
2025-01-03T14:30:00.0,243.36000061035156,410.44000244140625,61.75,90.77999877929688
2025-01-06T14:30:00.0,245.0,411.04998779296875,60.810001373291016,91.43000030517578
2025-01-07T14:30:00.0,242.2100067138672,394.3599853515625,60.84000015258789,90.80999755859375
2025-01-08T14:30:00.0,242.6999969482422,394.94000244140625,61.709999084472656,91.80000305175781
2025-01-10T14:30:00.0,236.85000610351562,394.739990234375,61.06999969482422,93.0
2025-01-13T14:30:00.0,234.39999389648438,403.30999755859375,61.650001525878906,91.52999877929688
2025-01-14T14:30:00.0,233.27999877929688,396.3599853515625,62.040000915527344,90.79000091552734
2025-01-15T14:30:00.0,237.8699951171875,428.2200012207031,61.77000045776367,91.33999633789062
2025-01-16T14:30:00.0,228.25999450683594,413.82000732421875,62.25,91.30000305175781
2025-01-17T14:30:00.0,229.97999572753906,426.5,62.709999084472656,91.94000244140625
2025-01-21T14:30:00.0,222.63999938964844,424.07000732421875,62.41999816894531,93.08000183105469
2025-01-22T14:30:00.0,223.8300018310547,415.1099853515625,61.779998779296875,93.2300033569336
2025-01-23T14:30:00.0,223.66000366210938,412.3800048828125,61.529998779296875,93.80999755859375
2025-01-24T14:30:00.0,222.77999877929688,406.5799865722656,61.91999816894531,94.76000213623047
2025-01-27T14:30:00.0,229.86000061035156,397.1499938964844,63.869998931884766,97.4000015258789
2025-01-28T14:30:00.0,238.25999450683594,398.0899963378906,62.36000061035156,97.29000091552734
2025-01-29T14:30:00.0,239.36000061035156,389.1000061035156,62.83000183105469,97.5
2025-01-30T14:30:00.0,237.58999633789062,400.2799987792969,64.05000305175781,98.6500015258789
2025-01-31T14:30:00.0,236.0,404.6000061035156,63.47999954223633,98.16000366210938
2025-02-03T14:30:00.0,228.00999450683594,383.67999267578125,63.349998474121094,99.54000091552734
2025-02-04T14:30:00.0,232.8000030517578,392.2099914550781,62.66999816894531,100.7699966430664
2025-02-05T14:30:00.0,232.47000122070312,378.1700134277344,63.119998931884766,102.45999908447266
2025-02-06T14:30:00.0,233.22000122070312,374.32000732421875,63.36000061035156,102.8499984741211
2025-02-07T14:30:00.0,227.6300048828125,361.6199951171875,63.84000015258789,101.1500015258789
2025-02-10T14:30:00.0,227.64999389648438,350.7300109863281,64.55000305175781,102.91999816894531
2025-02-11T14:30:00.0,232.6199951171875,328.5,67.5999984741211,102.47000122070312
2025-02-12T14:30:00.0,236.8699951171875,336.510009765625,68.70999908447266,103.61000061035156
2025-02-13T14:30:00.0,241.52999877929688,355.94000244140625,69.5,105.05000305175781
2025-02-14T14:30:00.0,244.60000610351562,355.8399963378906,68.87000274658203,104.04000091552734
2025-02-18T14:30:00.0,244.47000122070312,354.1099853515625,69.05000305175781,103.77999877929688
2025-02-19T14:30:00.0,244.8699951171875,360.55999755859375,70.06999969482422,104.0
2025-02-20T14:30:00.0,245.8300018310547,354.3999938964844,70.04000091552734,97.20999908447266
2025-02-21T14:30:00.0,245.5500030517578,337.79998779296875,71.3499984741211,94.77999877929688
2025-02-24T14:30:00.0,247.10000610351562,330.5299987792969,70.58999633789062,93.66999816894531
2025-02-25T14:30:00.0,247.0399932861328,302.79998779296875,71.48999786376953,97.69000244140625
2025-02-26T14:30:00.0,240.36000061035156,290.79998779296875,70.80000305175781,96.19999694824219
2025-02-27T14:30:00.0,237.3000030517578,281.95001220703125,70.87000274658203,96.79000091552734
2025-02-28T14:30:00.0,241.83999633789062,292.9800109863281,71.20999908447266,98.61000061035156
2025-03-03T14:30:00.0,238.02999877929688,284.6499938964844,72.31999969482422,97.58999633789062
2025-03-04T14:30:00.0,235.92999267578125,272.0400085449219,70.19000244140625,94.97000122070312
2025-03-05T14:30:00.0,235.74000549316406,279.1000061035156,70.08000183105469,95.9800033569336
2025-03-06T14:30:00.0,235.3300018310547,263.45001220703125,70.45999908447266,94.63999938964844
2025-03-07T14:30:00.0,239.07000732421875,262.6700134277344,71.43000030517578,91.72000122070312
2025-03-10T13:30:00.0,227.47999572753906,222.14999389648438,71.44999694824219,87.81999969482422
2025-03-11T13:30:00.0,220.83999633789062,230.5800018310547,71.04000091552734,87.44000244140625
2025-03-12T13:30:00.0,216.97999572753906,248.08999633789062,69.94000244140625,85.19999694824219
2025-03-13T13:30:00.0,209.67999267578125,240.67999267578125,69.62000274658203,84.5
2025-03-14T13:30:00.0,213.49000549316406,249.97999572753906,69.16000366210938,85.3499984741211
2025-03-17T13:30:00.0,214.0,238.00999450683594,70.12000274658203,87.45999908447266
2025-03-18T13:30:00.0,212.69000244140625,225.30999755859375,69.37999725341797,85.58999633789062
2025-03-19T13:30:00.0,215.24000549316406,235.86000061035156,69.27999877929688,86.33000183105469
2025-03-20T13:30:00.0,214.10000610351562,236.25999450683594,69.70999908447266,85.80999755859375
2025-03-21T13:30:00.0,218.27000427246094,248.7100067138672,68.66999816894531,85.9800033569336
2025-03-24T13:30:00.0,220.72999572753906,278.3900146484375,68.94999694824219,87.48999786376953
2025-03-25T13:30:00.0,223.75,288.1400146484375,68.80999755859375,84.76000213623047
2025-03-26T13:30:00.0,221.52999877929688,272.05999755859375,70.0199966430664,85.20999908447266
2025-03-27T13:30:00.0,223.85000610351562,273.1300048828125,70.73999786376953,85.62999725341797
2025-03-28T13:30:00.0,217.89999389648438,263.54998779296875,70.37000274658203,85.1500015258789
2025-03-31T13:30:00.0,222.1300048828125,259.1600036621094,71.62000274658203,87.79000091552734
2025-04-01T13:30:00.0,223.19000244140625,268.4599914550781,71.87000274658203,88.83000183105469
2025-04-02T13:30:00.0,223.88999938964844,282.760009765625,71.33000183105469,89.76000213623047
2025-04-03T13:30:00.0,203.19000244140625,267.2799987792969,73.18000030517578,87.26000213623047
2025-04-04T13:30:00.0,188.3800048828125,239.42999267578125,69.93000030517578,83.19000244140625
2025-04-07T13:30:00.0,181.4600067138672,233.2899932861328,68.37000274658203,83.83000183105469
2025-04-08T13:30:00.0,172.4199981689453,221.86000061035156,68.41999816894531,81.79000091552734
2025-04-09T13:30:00.0,198.85000610351562,272.20001220703125,69.94999694824219,89.5999984741211
2025-04-10T13:30:00.0,190.4199981689453,252.39999389648438,70.76000213623047,90.61000061035156
2025-04-11T13:30:00.0,198.14999389648438,252.30999755859375,71.43000030517578,92.80000305175781
2025-04-14T13:30:00.0,202.52000427246094,252.35000610351562,72.44999694824219,94.7300033569336
2025-04-15T13:30:00.0,202.13999938964844,254.11000061035156,71.86000061035156,93.97000122070312
2025-04-16T13:30:00.0,194.27000427246094,241.5500030517578,71.68000030517578,91.19000244140625
2025-04-17T13:30:00.0,196.97999572753906,241.3699951171875,73.0,93.22000122070312
2025-04-21T13:30:00.0,193.16000366210938,227.5,72.7699966430664,92.41000366210938
2025-04-22T13:30:00.0,199.74000549316406,237.97000122070312,73.9000015258789,94.8499984741211
2025-04-23T13:30:00.0,204.60000610351562,250.74000549316406,73.30000305175781,94.95999908447266
2025-04-24T13:30:00.0,208.3699951171875,259.510009765625,72.5199966430664,95.83999633789062
2025-04-25T13:30:00.0,209.27999877929688,284.95001220703125,71.91000366210938,95.08999633789062
2025-04-28T13:30:00.0,210.13999938964844,285.8800048828125,71.79000091552734,95.22000122070312
2025-04-29T13:30:00.0,211.2100067138672,292.0299987792969,72.3499984741211,96.04000091552734
2025-04-30T13:30:00.0,212.5,282.1600036621094,72.55000305175781,97.25
2025-05-01T13:30:00.0,213.32000732421875,280.5199890136719,71.29000091552734,97.41000366210938
2025-05-02T13:30:00.0,205.35000610351562,287.2099914550781,71.6500015258789,98.75
2025-05-05T13:30:00.0,198.88999938964844,280.260009765625,71.69999694824219,99.33000183105469
2025-05-06T13:30:00.0,198.50999450683594,275.3500061035156,71.72000122070312,98.55000305175781
2025-05-07T13:30:00.0,196.25,276.2200012207031,72.4000015258789,98.83000183105469
2025-05-08T13:30:00.0,197.49000549316406,284.82000732421875,71.16999816894531,97.43000030517578
2025-05-09T13:30:00.0,198.52999877929688,298.260009765625,70.5199966430664,96.72000122070312
2025-05-12T13:30:00.0,210.7899932861328,318.3800048828125,69.52999877929688,96.75
2025-05-13T13:30:00.0,212.92999267578125,334.07000732421875,68.95999908447266,95.87999725341797
2025-05-14T13:30:00.0,212.3300018310547,347.67999267578125,69.16000366210938,96.83000183105469
2025-05-15T13:30:00.0,211.4499969482422,342.82000732421875,71.61000061035156,96.3499984741211
2025-05-16T13:30:00.0,211.25999450683594,349.9800109863281,72.0,98.23999786376953
2025-05-19T13:30:00.0,208.77999877929688,342.0899963378906,71.93000030517578,98.12000274658203
2025-05-20T13:30:00.0,206.86000061035156,343.82000732421875,71.69000244140625,97.80000305175781
2025-05-21T13:30:00.0,202.08999633789062,334.6199951171875,71.8499984741211,96.43000030517578
2025-05-22T13:30:00.0,201.36000061035156,341.0400085449219,71.13999938964844,95.93000030517578
2025-05-23T13:30:00.0,195.27000427246094,339.3399963378906,71.7699966430664,96.33999633789062
2025-05-27T13:30:00.0,200.2100067138672,362.8900146484375,71.77999877929688,97.58000183105469
2025-05-28T13:30:00.0,200.4199981689453,356.8999938964844,71.1500015258789,97.23999786376953
2025-05-29T13:30:00.0,199.9499969482422,358.42999267578125,71.48999786376953,97.0999984741211
2025-05-30T13:30:00.0,200.85000610351562,346.4599914550781,72.0999984741211,98.72000122070312
2025-06-02T13:30:00.0,201.6999969482422,342.69000244140625,72.0,99.7699966430664
2025-06-03T13:30:00.0,203.27000427246094,344.2699890136719,71.16000366210938,99.9800033569336
2025-06-04T13:30:00.0,202.82000732421875,332.04998779296875,71.37000274658203,99.3499984741211
2025-06-05T13:30:00.0,200.6300048828125,284.70001220703125,70.91000366210938,97.95999908447266
2025-06-06T13:30:00.0,203.9199981689453,295.1400146484375,71.3499984741211,97.47000122070312
2025-06-09T13:30:00.0,201.4499969482422,308.5799865722656,71.7699966430664,97.44999694824219
2025-06-10T13:30:00.0,202.6699981689453,326.0899963378906,72.3499984741211,97.31999969482422
2025-06-11T13:30:00.0,198.77999877929688,326.42999267578125,72.06999969482422,95.80000305175781
2025-06-12T13:30:00.0,199.1999969482422,319.1099853515625,72.23999786376953,94.83000183105469
2025-06-13T13:30:00.0,196.4499969482422,325.30999755859375,71.0199966430664,94.44000244140625
2025-06-16T13:30:00.0,198.4199981689453,329.1300048828125,70.5199966430664,94.29000091552734
2025-06-17T13:30:00.0,195.63999938964844,316.3500061035156,69.62000274658203,94.25
2025-06-18T13:30:00.0,196.5800018310547,322.04998779296875,69.20999908447266,95.08999633789062
2025-06-20T13:30:00.0,201.0,322.1600036621094,68.83999633789062,96.12000274658203
2025-06-23T13:30:00.0,201.5,348.67999267578125,69.73999786376953,97.87000274658203
2025-06-24T13:30:00.0,200.3000030517578,340.4700012207031,70.20999908447266,98.0
2025-06-25T13:30:00.0,201.55999755859375,327.54998779296875,69.62999725341797,97.26000213623047
2025-06-26T13:30:00.0,201.0,325.7799987792969,69.47000122070312,96.0199966430664
2025-06-27T13:30:00.0,201.0800018310547,323.6300048828125,70.33000183105469,97.2699966430664
2025-06-30T13:30:00.0,205.1699981689453,317.6600036621094,70.75,97.77999877929688
